,D1367,D1368,D1369,D1370,D1371,D1372,D1373,D1374,D1375,D1376,D1377,D1378,D1379,D1380,D1381,D1382,D1383,D1384,D1385,D1386,D1387,D1388,D1389,D1390,D1391,D1392,D1393,D1394,D1395,D1396,D1397,D1398,D1399,D1400,D1401,D1402,D1403,D1404,D1405,D1406
y20,-0.7172995859388303,-0.7172995859388306,0.6045371295006554,0.22272164030017572,1.3292302120891324,-0.7172995859388316,-0.21055310184169085,0.2192234478751518,0.2442340570307362,-0.2574946271376858,1.1154710458170736,0.6320419448268666,-2.379554935470807,0.6320419448268673,0.43575171940108376,0.4357517194010839,0.43575171940108426,0.4357517194010834,-2.178758597005413,0.4357517194010836,-0.19884349340111085,-0.19884349340111218,-0.19884349340111215,-0.1988434934011125,0.2315232104042943,-0.1988434934011123,0.8110642498870972,-0.19884349340111204,-0.19884349340111176,0.3493169935163818,-1.555588849995683,3.48892479004114,-1.1527385412763156,0.17176861714686265,-0.972296037739925,0.3357238140819083,0.9607316907368499,-1.1735626954927367,0.7465496561382206,-0.8495124436403598
y21,0.4416117980960701,-0.9831922684622789,-4.477559513220398,1.0224988213027206,-2.8462191684940015,0.7619704768517859,-3.9984186973465965,3.561351348048156,6.1427674139952115,0.3751897892292497,0.25247242343794696,-1.1797527142647564,-0.7711773592309923,1.6984576500578576,-2.019533564035691,2.411947877961077,2.1660544203103536,0.3571030813621192,-3.098841491756329,0.18326967615837653,0.6177492889229725,-2.1966173394260604,1.2122572723429617,-1.067360141645417,1.798119649439542,2.421227785941832,-1.8622512298701617,1.453624315118807,0.46712430306500075,-2.8438739038896195,-1.1103579236534924,-0.899035945911784,-3.335665690945799,-1.9115407803425661,2.993052883138176,4.55310284985555,-2.7748737257813474,3.9214699709790297,0.8072224973644908,-2.243374134702372
y22,2.4582291912159047,3.9012195207884437,-0.3939366112587317,-1.195912091021071,-2.2766917065789967,-2.929478845301275,0.27410232687001157,0.5261077872363797,-1.630962964060565,1.2673233921098859,1.7432326855563796,-0.4827362846414285,-0.47393371720434274,-0.7865626837105986,0.49391560267518597,0.0503462663349151,0.05034626633491483,0.4684685032033786,-1.5315451417517694,0.46846850320337613,-0.13013290261174093,-0.1301329026117424,-0.1301329026117418,0.2879893342567199,0.384733710305715,-0.1301329026117413,0.23820727371975836,-0.13013290261174246,-0.13013290261174235,-0.13013290261174154,-0.11802496890032708,-0.11802496890032653,0.2503152074311711,-0.11802496890032663,-0.11802496890032671,-0.11802496890032627,0.32554436743994375,0.25031520743117197,-0.11802496890032663,-0.11802496890032624
y23,0.6791599686788017,-2.7335386523022116,0.9169298353732296,1.3645010785139566,0.861052538662358,0.8680143918844503,-1.2616717913241806,0.15985085029149293,-0.48559668225315555,-0.36870153752476054,0.07835563391580676,0.2948700200225486,0.5290092070057012,-0.9022348609440582,0.6659451928248279,0.6659451928248276,-3.3297259641241537,0.6659451928248279,0.6659451928248284,0.6659451928248276,0.9284995735998227,0.9284995735998225,0.9284995735998225,-3.440933750264642,-3.987062838533959,0.9284995735998229,0.9284995735998224,0.9284995735998236,0.9284995735998225,0.928499573599823,1.2791180661391857,1.2791180661391863,-2.703411334334568,1.2791180661391859,1.279118066139186,1.279118066139186,-2.683468564056424,1.279118066139186,1.2791180661391859,-3.5669465645833336
y24,1.322924139989898,0.9330482214276841,1.289972525481468,-4.288060531248558,1.8638781521158159,0.42196153942858694,-1.521719060219624,-3.4752771913308766,1.8024169556492535,1.650855248706365,6.245678700055945,0.7258970707545886,-8.708224967942972,1.7366491971325013,3.7229595660874465e-15,3.3872927724806127e-15,3.3341498023520464e-15,3.72461807288468e-15,3.821585240000847e-15,4.053126360698348e-15,-1.0547118733938987e-15,-1.5776883936668835e-15,-1.8595575769065816e-15,-2.1678116279442598e-15,-2.3874745861533013e-15,-2.0443572332421012e-15,-1.938193221016434e-15,-1.6514567491299204e-15,-2.38547006355263e-15,-1.5492192215246872e-15,0.06357602270334198,0.063576022703343,0.0635760227033427,-0.19351639584194846,-0.3150917857847999,0.06357602270334223,0.0635760227033422,0.0635760227033422,0.06357602270334323,0.06357602270334362
y25,-4.273381081794326,-7.104714590071703,3.8864961153880113,4.440586960884252,-1.7528252161450175,-0.7092001302128428,8.399678184186408,8.559748193226278,-5.122124561720731,-6.324263873740306,-1.1752595077185441,-0.0973438555180901,0.3109889060478328,0.9616144571887966,0.06098236893928576,0.06098236893927378,0.0609823689392894,-0.30491184469641375,0.060982368939298204,0.06098236893927278,0.02688818039189868,0.026888180391886708,0.026888180391896548,0.5288599966631852,0.02688818039189838,0.026888180391892592,0.026888180391893397,0.026888180391896725,-0.3262127043534236,-0.39086455505302203,3.5539425168782043e-16,7.467606966356459e-15,-6.815847288836889e-15,-6.775617510662074e-16,-3.950918735874882e-15,8.988185972781452e-16,7.732427090784209e-15,-2.415724266593098e-15,-2.794687312121307e-15,5.947043427811498e-15
y26,-0.39747772172968965,3.127903842911007,0.9881085429421376,-2.6658485810741888,1.3702630768480837,0.650404839675805,0.7629909439342649,-2.2302166626999425,-0.6042099616142447,-1.0019183191932135,-1.761724439744995,-0.490465681204985,0.24026019579619137,2.011929925153786,0.4774751871871088,1.644703836051881,-1.2987979823890032,0.07667450783155938,-1.5655446878910042,0.6654891392094944,-5.1738473137625896,-1.8456880717709319,-0.2673584873599446,-0.5066915846015223,-0.5132951077788102,5.120728264532813,2.201095247528655,3.248754685740728,-0.35456001197344156,-1.9091376205549102,0.5876744389856803,1.291085936708966,-3.094825462762573,-0.8513384003151915,1.961245328766424,2.1422466646415295,-2.419106641139256,1.817574886943999,-0.007508654745766119,-1.4270480970837716
y27,-2.0335404858131385,4.930188611768503,-3.234111989442442,-2.714286468587269,-1.1198048724390706,0.3273564874482764,-0.6071811094712691,0.739449024492024,2.9653850975838445,0.7465457044604831,3.7908608654314175,-0.203420583055697,-1.0107534372026405,-2.5766868451730525,-1.431736172404829,0.297291534825487,-0.31739859469965603,-0.1871668194256828,0.6132683432371868,1.0257417084674318,-3.3882222195403537,-2.906234302744135,-1.3116306862197167,1.4203236160935226,2.063642422495578,-1.0959352006482082,7.080384575390479,0.8602375250012959,1.5438055372586907,-4.266371267087231,0.8856889249522709,-1.678650738646928,3.069285553235029,1.5179939630097217,-7.600749180054047,-3.865451949589601,3.593637935642751,1.922269410651333,1.189614282437914,0.9663617983614917
y28,4.503924967607227,6.127399537368626,-25.69449703048947,-1.9096816312479863,-4.783494162956635,-0.84990008664961,1.1539383067987377,8.813144614963415,6.730648665213711,5.908516819391965,-0.20674212947720738,0.7438462157995107,-0.19508934392018373,-0.3420147424021649,-0.07185823373953237,-0.15133959883162174,-0.679424680809614,0.26550949529775014,0.43835829073957866,0.19875472734344735,0.6303852780565316,-0.575072104284017,0.288383725988524,-0.06883055072534106,-0.5266017048893787,-0.14246584371995397,0.6899506740067256,-0.3370757034930536,-0.11491066265937411,0.1562368917193817,0.09630096048531556,-0.6912151215110933,0.2201655664040083,0.38551119820029456,0.38198765281538094,0.25353710199228585,-0.5414897289014169,0.5538226043614913,-1.220627698631237,0.5620074647850122
y29,-4.2223014132121115,3.26092616099675,-5.264925522925609,-7.661727721181795,-10.971729777346546,-9.784177772273718,8.802216887651156,11.104311460568884,11.204236382936202,3.5331713147867743,3.863238946751114,-5.016741320632251,-6.097618732433231,7.251121106314457,0.9607734712409322,2.9514968681259353,3.3890819793767815,-2.74356617273094,-4.438735784232092,-0.11905036178061046,0.2930610136834163,0.18939238478478912,1.197003187407801,0.4828871775429389,0.5314554547114654,-2.119921026395947,0.5438420729456281,1.0191415080613542,0.6802175225184404,-2.817079295259924,1.9536262265578375,-1.423975447578489,-0.05440837604621862,2.2004130914481626,-0.3051169403681442,-0.10941568059822693,0.22129280169087373,-1.1433597038253116,-0.9626002784087713,-0.3764556928717364
y30,-0.1403323472853335,2.0142586914034446,2.5646970801116757,2.067401954818743,-3.8402732947666247,-0.6284503254402489,-2.0807538175803364,-1.3612187784746648,-0.35981988277198607,1.7644907199852888,0.47872194521813716,0.47872194521814665,0.47872194521814593,-1.43616583565443,1.6919121955994314,0.18633832459542243,1.6919121955994303,-1.2757888824870132,-3.9862860289067292,1.6919121955994312,0.4539777726382229,2.4945387223489,0.19502752713733096,-1.1135267778727242,-1.226619435870544,-4.440403774620465,3.0370263859754605,0.7586124440217711,2.4243614839450713,-2.582994347703064,3.116024560190071,-0.6939465867941292,1.3945407686978106,-2.765237185544065,0.34594296987527295,0.5336902361152744,-3.279777765908418,-1.177966338913667,2.9891163428440626,-0.46238700056226234
y31,-0.46828003128450546,-0.8957594385806612,2.3163611426653725,-1.7744838717856304,3.2011200125950676,-1.7744838717856308,4.475305841364179,-0.7244191579498733,-1.7744838717856306,-2.580876753452645,-0.7656126238028866,0.9200407956961006,0.6111844519096669,-0.7656126238028858,-0.5734027619556681,-0.08949604235129205,-1.0084963775465443,1.9351861125907006,1.717725240918563,-1.981516171655731,4.737860956762837,-3.5767962058877165,2.263962629695436,0.6225670920923965,-4.959489721611263,1.2831717391501747,-1.8121117768766255,-0.25327569396412497,-1.8121117768766253,3.5062227575155496,-2.569482339590195,4.624579946392195,-3.1843466235570594,-2.569482339590195,-2.569482339590195,0.5627270823142481,5.7484309015604635,-1.348077345123653,3.874615396774632,-2.569482339590195
y32,-3.882543117543123e-15,-3.3634757513280118e-15,-2.2691922893454337e-15,-2.482508091506481e-15,-2.038679335892119e-15,-2.833712453967499e-15,-1.5981465415214878e-15,-1.2419405029040444e-15,-2.8094804538944083e-15,-2.3903959999260383e-15,1.7291756082362749e-16,2.4749669511473846e-15,2.1651485219284197e-15,1.7050156662194378e-15,-1.028311735158412,-1.914169525064846,3.173669733326894,-1.6682670240235646,-1.7365911824069986,3.173669733326894,-2.4449972140870897,1.276537540429665,-0.9762708759805689,-0.33751590074196747,0.5071256810416485,-0.3887372202548538,1.1674149752406915,0.5828616266730617,0.6585385624716389,-0.044957174792262355,0.8729355102884584,0.8729355102884588,-3.418936618356524,-3.5645474639511705,0.8729355102884587,0.8729355102884588,0.8729355102884587,0.8729355102884586,0.8729355102884586,0.8729355102884587
y33,0.4297732776385112,0.4709104372932455,0.03246742595464674,-1.3687945107609734,-0.5652039170094222,2.8764430742732108,-1.6524929100374257,1.0430378977819645,0.04898514069622189,-1.3151259158299655,3.165733233510896e-15,2.824240017051414e-16,5.761391672786122e-16,1.1106398023256096e-15,-0.0764148615694069,2.5707173464667292,-0.07641486156940658,-0.992947628363543,-1.348525133394965,-0.07641486156940702,0.7964090127255159,-0.5324863778421587,1.3303220373202729,-0.1332778465661881,-0.6366317370660526,0.12251278870462665,1.8418787010829416,-2.020218538453056,-0.5753513867992412,-0.1931566531066508,2.404346696490191,0.6106207493960163,-2.4532526524394704,2.3439150843766834,0.062094361430586,0.09096789121165294,-2.387706812316551,1.2854504918578806,-3.215082882269581,1.2586470722626162
y34,1.0427435043843407,0.311260764149546,0.3112607641495457,0.31126076414954573,-3.058530350269002,1.3257196558877755,-1.1774973949004095,0.31126076414954523,0.31126076414954584,0.3112607641495457,-2.9136523341110245,4.763188084910238,-0.27294373826748686,-1.5765920125317052,0.4778257634367855,0.8605406509412572,-0.33697681393225576,-1.8093866843843407,0.2393068076014333,0.5686902763370993,1.142093288714812,-0.13675808197386297,-1.3389049186542492,-0.04603409387763091,-0.08253990961605862,0.9315655215989737,-1.08609943308075,-0.4373621258353111,0.555539954027688,0.4984997986963491,-0.1894955481227567,0.3544693539464412,-0.26922551730897615,-0.7698176004081732,0.933323433598624,-0.22678578497811985,0.0839642578177544,-0.8293387461555604,0.562123870371475,0.3507822812392569
